"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sgd","systematic","genename"
"S000006490",17.4615120640624,-4.35206901756735,1.19984434075534,-3.62719468662708,0.000286517259604686,0.00216562199446313,"S000006490","S000006490","RPR1"
"S000028470",39727.6250699675,-1.13775072530891,0.324918258540377,-3.50165217067212,0.00046238283928898,0.00329782331434999,"S000028470","S000028470","RUF5-1"
"S000028474",36404.1628959055,-1.13549312404528,0.38244387258872,-2.96904514735521,0.0029872670310365,0.0164345680040819,"S000028474","S000028474","RUF5-2"
"S000006491",53.6751586202782,-1.09800847492542,0.404319589834375,-2.71569447173017,0.00661369210424191,0.0320438987274338,"S000006491","S000006491","SCR1"
"S000007294",43.3939944934048,-2.77169438839479,0.480046740858989,-5.77380107494358,7.7502929917588e-09,1.59848394994529e-07,"S000007294","S000007294","SNR17A"
"S000007295",89.175518752741,-1.07869266019839,0.357793730847609,-3.01484505511871,0.00257110566787335,0.0144680367365802,"S000007295","S000007295","SNR19"
"S000007497",41.5313712389374,-3.07300966774725,0.61939716491285,-4.96129114213757,7.00261391272596e-07,9.55953778935933e-06,"S000007497","S000007497","SNR30"
"S000028467",14.8450176936598,-2.50313425763155,0.638410507575165,-3.92088511691177,8.82243181276336e-05,0.000755083939519921,"S000028467","S000028467","SNR82"
"S000028466",47.2730811252288,-1.03650256874244,0.405551733944131,-2.55578384208125,0.0105948911722231,0.04694009592086,"S000028466","S000028466","SNR84"
"S000029010",673.336639969123,-1.96893761930607,0.338784130983438,-5.81177640638171,6.18133665529897e-09,1.29355556096908e-07,"S000029010","S000029010","SRG1"
"S000000001",1068.29185700228,1.02521169941177,0.182664798074931,5.61253022047093,1.99389373822696e-08,3.77967151199973e-07,"S000000001","S000000001","TFC3"
"S000000005",190.761599810697,-1.64807097900472,0.329846889668373,-4.99647269877755,5.83884370704482e-07,8.08668537837128e-06,"S000000005","S000000005","ERP2"
"S000000008",218.213270283291,1.58962151417987,0.24967378486074,6.36679383486939,1.93020339908184e-10,5.25493279677652e-09,"S000000008","S000000008","MDM10"
"S000000010",721.050383307748,-2.49513261626237,0.339924932052049,-7.3402459807812,2.13201651132397e-13,8.5119865911602e-12,"S000000010","S000000010","CYS3"
"S000000016",31.6286602827745,3.57366240562066,0.821851641439075,4.34830597814847,1.37193112426752e-05,0.000141072025605436,"S000000016","S000000016","LDS1"
"S000000021",941.021914504677,-1.47696571588603,0.260118891848811,-5.67804093500634,1.36246114303165e-08,2.69718242622595e-07,"S000000021","S000000021","PMT2"
"S000028730",43.1514822294376,-1.34775727392019,0.396502549751248,-3.39911376299025,0.000676045901373132,0.00458336245891359,"S000028730","S000028730",NA
"S000000032",49.8920799486859,-1.09400406345567,0.415213290164184,-2.63480020840152,0.00841868201252784,0.0391056945092819,"S000000032","S000000032","MTW1"
"S000000034",379.884279258632,-1.33934043464466,0.454644279359729,-2.94590847273134,0.00322007668034543,0.017508518100711,"S000000034","S000000034","RBG1"
"S000000036",26186.5138440835,1.1158591695715,0.350288440084971,3.18554380298938,0.00144482229730556,0.00886682915216329,"S000000036","S000000036","CDC19"
"S000000041",533.56876942481,1.0706535299871,0.201068393539149,5.32482261951646,1.01051600608477e-07,1.64502337983709e-06,"S000000041","S000000041","PTA1"
"S000000045",247.150859397208,1.15965766216569,0.233619942960314,4.96386416104334,6.91042847066476e-07,9.46080020413902e-06,"S000000045","S000000045","SPC72"
"S000000046",432.62925605521,1.18537868906848,0.199209445883345,5.95041406702483,2.67464971155754e-09,5.96392641611418e-08,"S000000046","S000000046","GEM1"
"S000000047",979.021348096308,1.44631250650296,0.188095557727708,7.68924329726424,1.48007774363975e-14,6.91331738230161e-13,"S000000047","S000000047","AIM2"
"S000000050",15410.2467153861,3.21214462323385,0.688898162071969,4.6627278167978,3.12045345375098e-06,3.70129802609649e-05,"S000000050","S000000050","ACS1"
"S000000066",116.068032730536,-1.00676437024063,0.300545471560459,-3.34979051593565,0.000808726979937222,0.00535889416979263,"S000000066","S000000066","SEN34"
"S000000068",366.614236388274,1.90965639621602,0.235381646843553,8.11302164728789,4.9376270794441e-16,2.85722687637629e-14,"S000000068","S000000068",NA
"S000000069",667.762471492932,1.19373744680381,0.180234406694185,6.62324951544518,3.5138713384892e-11,1.07086914799629e-09,"S000000069","S000000069","BUD14"
"S000000080",7746.94113847539,2.55424283439199,0.468427280519596,5.4528054633341,4.95813009236299e-08,8.60030987987187e-07,"S000000080","S000000080","YAT1"
"S000000087",22.0526796423096,1.58205453113816,0.540869172654729,2.9250225583629,0.00344431254070057,0.0185322288251153,"S000000087","S000000087",NA
"S000002144",17.9648413380698,1.96084968858964,0.58026006359559,3.37926011388618,0.000726812057630766,0.00487943858136051,"S000002144","S000002144",NA
"S000000091",13.3628762507119,3.39681434402299,0.8238484541511,4.12310580533054,3.73797892263567e-05,0.000349381658401836,"S000000091","S000000091",NA
"S000000098",448.690794026491,-1.60599710833674,0.45693753337069,-3.51469728584076,0.000440255522805455,0.00316209657661225,"S000000098","S000000098","HTB2"
"S000000105",148.847437304234,-2.25757094617533,0.352949983982096,-6.3962913971682,1.59196065375787e-10,4.409669307008e-09,"S000000105","S000000105","ALK2"
"S000000111",6780.69595659764,3.95577098228496,0.535954226834042,7.38080004639998,1.57341158709822e-13,6.40705749697861e-12,"S000000111","S000000111","ACH1"
"S000000121",93.899658733481,1.09993149449421,0.234720252978617,4.68613798995186,2.7840859059212e-06,3.35018135896408e-05,"S000000121","S000000121","RRN10"
"S000000127",64.3732977956819,-2.76873755229804,0.567790611152665,-4.87633556792576,1.08074696928631e-06,1.42243440220204e-05,"S000000127","S000000127","SHE1"
"S000000133",457.757438148757,1.22916839147728,0.326526905846963,3.76437092768511,0.000166968883751374,0.00133547076410654,"S000000133","S000000133","APL3"
"S000000135",354.347930117764,-3.28780458246678,0.481472810363776,-6.82864018838922,8.57232761178144e-12,2.84940182686493e-10,"S000000135","S000000135","URA7"
"S000000139",720.524447887066,2.00605823971003,0.566290103564416,3.54245682042338,0.000396418316830202,0.00288787308993582,"S000000139","S000000139","ECM13"
"S000000156",343.185337836877,1.13581857743875,0.268475099803064,4.23062912825776,2.33038620914461e-05,0.000228922406098309,"S000000156","S000000156","YEL1"
"S000000159",178.925226821718,1.20783010580004,0.252778043874841,4.77822395998156,1.76850337583505e-06,2.21729989042196e-05,"S000000159","S000000159","KIP1"
"S000000160",4705.09225254163,1.45108258979337,0.144801764307847,10.0211665011787,1.23042048566487e-23,1.77640404056647e-21,"S000000160","S000000160","PRX1"
"S000000165",462.992508403384,-1.12682713890802,0.321056769967855,-3.50974420823095,0.000448537960631585,0.00321512190135769,"S000000165","S000000165","AST1"
"S000000167",52.00283316798,-2.01006639017687,0.372666028239331,-5.3937473176009,6.90032376329869e-08,1.16030973586857e-06,"S000000167","S000000167",NA
"S000007587",44.2570738995618,-1.74147172272705,0.406772020424192,-4.28119839931715,1.85889534214837e-05,0.00018776813516132,"S000007587","S000007587","KTI11"
"S000000170",84.2996608622941,1.05645998083994,0.265318820679531,3.98185088466074,6.83806775576812e-05,0.000600528606335356,"S000000170","S000000170","AAR2"
"S000000172",2416.53775730308,-1.1029278378333,0.35707519033396,-3.08878316861434,0.00200978063326622,0.0117009346603968,"S000000172","S000000172","ILS1"
"S000000173",287.825021310851,-1.94068803889752,0.364867730341974,-5.31888100128396,1.04407391824314e-07,1.69194427590128e-06,"S000000173","S000000173",NA
"S000000174",1969.99199732511,-1.71841663102099,0.220731731746552,-7.78509105792772,6.96630160246773e-15,3.44530618699208e-13,"S000000174","S000000174","ATG8"
"S000000176",249.839748734487,2.11680677767416,0.212332109397638,9.9693201545414,2.0764525568125e-23,2.88143071791466e-21,"S000000176","S000000176","PET112"
"S000000177",108.524120181963,-3.7959840651872,0.401032012250978,-9.46553878300259,2.92051517955658e-21,3.36636479527437e-19,"S000000177","S000000177",NA
"S000000179",24.8701013539245,-1.97155434327835,0.703902065491791,-2.80089296499066,0.00509614187840079,0.0257291260572174,"S000000179","S000000179",NA
"S000000186",309.336548812586,1.28172884874539,0.21769523416629,5.8877212156437,3.91556879645389e-09,8.42162664792155e-08,"S000000186","S000000186","MRP21"
"S000000194",282.176827647658,1.29762780290854,0.2370016021467,5.47518578420972,4.37052831852171e-08,7.6836360709263e-07,"S000000194","S000000194","BNA4"
"S000000195",7036.51740862214,1.17452605018896,0.282086165229083,4.16371376892987,3.13112597273767e-05,0.00029696870290869,"S000000195","S000000195","ATP1"
"S000000196",147.077787545211,1.70155617028624,0.423753755951395,4.01543619705735,5.93359498309979e-05,0.000530055456834034,"S000000196","S000000196",NA
"S000002149",310.632748096095,1.47365974234625,0.266455773931645,5.53059789473464,3.19141132965142e-08,5.78134881301746e-07,"S000002149","S000002149",NA
"S000000201",1860.56634773227,1.360273669084,0.210194693529555,6.47149386239257,9.70387011041604e-11,2.79631886064872e-09,"S000000201","S000000201","PKC1"
"S000000202",464.783867875497,1.40600222745377,0.201527492738149,6.97672664086899,3.02136764383534e-12,1.07157339288681e-10,"S000000202","S000000202","SRO77"
"S000000205",1587.61894324813,1.22987805495436,0.19261836100891,6.38505098118586,1.71340377745544e-10,4.71862816785561e-09,"S000000205","S000000205","NTH2"
"S000000216",13.114076139075,-2.75134250016251,0.843409273404721,-3.2621677125457,0.0011056371003726,0.00701414606108549,"S000000216","S000000216",NA
"S000002155",338.483510488101,1.84678102985852,0.29015375249095,6.36483593268753,1.9549859523305e-10,5.31228407160833e-09,"S000002155","S000002155",NA
"S000000217",89.3127789904735,1.31970541448675,0.330362746813444,3.99471619368749,6.47717942290783e-05,0.00057147114501001,"S000000217","S000000217",NA
"S000000222",70.1154024963135,3.25354118220952,0.420623582834677,7.73504224438198,1.03368774564525e-14,4.97457877054126e-13,"S000000222","S000000222","GAL7"
"S000000223",262.491368469554,1.81897896099158,0.287414642968755,6.32876231427542,2.47135446622209e-10,6.65217879203621e-09,"S000000223","S000000223","GAL10"
"S000000224",219.586672916342,1.82600255956191,0.365589381405449,4.99468160848147,5.8932911828272e-07,8.15419272760398e-06,"S000000224","S000000224","GAL1"
"S000000228",289.474408065915,1.20479397595147,0.330129403082599,3.64945977153701,0.000262792388356794,0.00200860513731747,"S000000228","S000000228","SCO2"
"S000000230",3683.91374121375,1.64271459027042,0.415687435334998,3.9518023655119,7.75647879591816e-05,0.000671899099576111,"S000000230","S000000230","ETR1"
"S000000233",424.84506435772,-1.56948390110171,0.279897579954403,-5.60735073649936,2.05447058766788e-08,3.87906844247517e-07,"S000000233","S000000233","CDS1"
"S000000235",6509.29279494483,-1.57784348022128,0.370254678652894,-4.26150855395529,2.03051580575995e-05,0.000202386069816785,"S000000235","S000000235","RPL4A"
"S000000242",276.412079865418,1.5600921440365,0.254218681290266,6.13681156757786,8.41941514926289e-10,2.08198444166807e-08,"S000000242","S000000242","CHS2"
"S000000244",18.4224897188328,1.7330919174192,0.505815408789795,3.42633278326923,0.000611790326579715,0.00421007180443133,"S000000244","S000000244","FIG1"
"S000000247",1037.35398481005,1.47034181053512,0.288659267964059,5.0936934085144,3.51154467640129e-07,5.11625974106051e-06,"S000000247","S000000247","QDR3"
"S000000250",3281.37820418813,-1.1270943362393,0.406292119198229,-2.77409844538332,0.00553549244698547,0.0275483264431627,"S000000250","S000000250","ZTA1"
"S000000251",370.185058884605,1.56963181684579,0.259174242242051,6.05628014291584,1.39305314235563e-09,3.29650804034587e-08,"S000000251","S000000251","FMP23"
"S000000252",1305.7480962646,-1.7386913585316,0.427446617927149,-4.0676222143555,4.7495299955507e-05,0.000434325222177902,"S000000252","S000000252","RPS11B"
"S000000254",917.386200249053,3.42390776358853,0.224942233813319,15.2212757273054,2.55499784201212e-52,1.82592920779396e-49,"S000000254","S000000254","REG2"
"S000000255",72.9902188218211,3.03742990299365,0.303930774331231,9.99382148674217,1.62205110918732e-23,2.27293887290336e-21,"S000000255","S000000255",NA
"S000000258",21188.255840435,2.74395844330173,0.795131356452934,3.45094986008661,0.000558617338344415,0.00389668990578659,"S000000258","S000000258","YRO2"
"S000028736",19.0323943075171,-4.35889799286301,1.3829592580466,-3.15186291100134,0.00162232420899753,0.00980874785076215,"S000028736","S000028736",NA
"S000000261",487.802028524923,1.11077057972685,0.278099045040402,3.99415459900438,6.4925491891291e-05,0.000572120872751062,"S000000261","S000000261","MUM2"
"S000000272",9695.43227127513,1.44957360088357,0.214998334562818,6.74225502179428,1.55947044888908e-11,5.02016016350712e-10,"S000000272","S000000272","BAP2"
"S000000273",1260.60842414952,1.459342247401,0.507408110045097,2.87607197936056,0.00402657879293692,0.0211521784231906,"S000000273","S000000273","TAT1"
"S000000277",826.646151191248,-1.74908911663382,0.213825826124116,-8.17997128007611,2.8391153326411e-16,1.70501997686719e-14,"S000000277","S000000277","RDH54"
"S000000280",222.424394960361,-1.06692548038336,0.172709057048885,-6.17758847517401,6.50881021142026e-10,1.63211270792684e-08,"S000000280","S000000280","ECM8"
"S000000282",2938.11788530029,-2.09211448944294,0.376203764015299,-5.56112056698579,2.68047927422133e-08,4.93712503433575e-07,"S000000282","S000000282","ECM33"
"S000000285",655.024375668727,1.04973009597642,0.285315491482875,3.67919067597992,0.000233975288693095,0.00180670383646159,"S000000285","S000000285","SPT7"
"S000000288",450.445828304473,-2.76948416471855,0.447159315635985,-6.19350658227835,5.88402302400882e-10,1.48587175056816e-08,"S000000288","S000000288","MIS1"
"S000007522",1603.69099641907,-2.68820461636281,0.234942483323365,-11.4419690229582,2.5796354780272e-30,5.8524968075306e-28,"S000007522","S000007522",NA
"S000000292",501.85720144241,-2.44275581215456,0.298319971194386,-8.18837506042415,2.64776600643059e-16,1.5968151700385e-14,"S000000292","S000000292","POL30"
"S000000293",371.322132900237,-2.49192438716211,0.296701597577272,-8.39875621671743,4.51232495483729e-17,3.11568408596567e-15,"S000000293","S000000293",NA
"S000000296",240.497793857219,-1.65723765839638,0.368924431419345,-4.49207891171796,7.05312783238193e-06,7.79059939012635e-05,"S000000296","S000000296","PHO3"
"S000000297",2663.0428211795,-2.17310978324329,0.268453237375476,-8.09492857858088,5.72979605879461e-16,3.27583900273405e-14,"S000000297","S000000297","PHO5"
"S000000298",673.006684207237,1.41243114166778,0.251887669172143,5.60738501535187,2.05406386531869e-08,3.87906844247517e-07,"S000000298","S000000298","PBY1"
"S000000300",250.22477744808,-1.41984534248626,0.239792324277326,-5.92114591976752,3.19706025115596e-09,7.02665725903953e-08,"S000000300","S000000300",NA
"S000000301",498.593642208678,1.83077136060555,0.263380042964425,6.95106333797975,3.62543041105675e-12,1.2669505346023e-10,"S000000301","S000000301","VPS15"
"S000000302",388.511487259807,1.36124740123423,0.271397717635285,5.01569214765293,5.28428831214678e-07,7.39024783224206e-06,"S000000302","S000000302","MMS4"
"S000000303",64.1853967610269,1.63501429799317,0.345856474354495,4.72743585628908,2.27372856650059e-06,2.79435962175348e-05,"S000000303","S000000303",NA
"S000000305",2484.79523894456,-1.62902036313648,0.319914554860243,-5.092048293483,3.54215846966383e-07,5.14777018707195e-06,"S000000305","S000000305","FES1"
"S000000306",464.34071580778,1.05185759471818,0.2641820815217,3.98156297603319,6.84635756543423e-05,0.000600705885099763,"S000000306","S000000306","EXO84"
"S000000307",688.893162112884,1.01044965076716,0.171780454016158,5.88221550905968,4.04810764054735e-09,8.67460307441429e-08,"S000000307","S000000307","SIF2"
"S000000309",874.506648463595,-1.00676646889073,0.318200081236284,-3.16394158348171,0.001556480330768,0.00943459430350595,"S000000309","S000000309","VID24"
"S000000310",1075.03978283571,-1.25440063303589,0.465716498080367,-2.69348549644772,0.00707092217764748,0.0339257101997702,"S000000310","S000000310","PHO88"
"S000000311",164.547273498498,1.13859065823454,0.242773104532761,4.68993738176172,2.73288669323537e-06,3.29908357317679e-05,"S000000311","S000000311","IML3"
"S000000317",27.9197997776179,1.41820446584891,0.554570595965765,2.55730194886939,0.010548760747983,0.0468304875213659,"S000000317","S000000317",NA
"S000000318",1166.44625288417,-1.86369152217017,0.267630184071939,-6.96368209973358,3.31492186645632e-12,1.16413214342163e-10,"S000000318","S000000318","RAD16"
"S000000320",786.780697360736,1.46057738681779,0.303466537034137,4.81297674891083,1.48698595360004e-06,1.89932888604159e-05,"S000000320","S000000320",NA
"S000000321",7179.50222174669,1.91833309210163,0.307118148551901,6.24623813716904,4.20455987006586e-10,1.08280674275408e-08,"S000000321","S000000321","TKL2"
"S000000327",417.417169890973,1.06681642968682,0.198526282197754,5.37367857734903,7.71463267953076e-08,1.28965198700039e-06,"S000000327","S000000327","TFC1"
"S000000329",350.913089050948,1.06669316852549,0.183954672525759,5.79867395527083,6.68413440560905e-09,1.39063075777831e-07,"S000000329","S000000329","PTC4"
"S000028600",102.873795934923,-1.29126924909746,0.50068407330934,-2.5790100343369,0.00990839084536144,0.0445908785745438,"S000028600","S000028600","MEO1"
"S000000332",365.18441093343,1.25086831998624,0.284144829620177,4.40222094365856,1.07148358363144e-05,0.000113023725910289,"S000000332","S000000332","ATG14"
"S000000333",345.321691520205,1.29955049354461,0.282434779113395,4.60124102854506,4.19981094603017e-06,4.84095950416203e-05,"S000000333","S000000333","OPY1"
"S000000340",546.710500379521,1.35917139566795,0.227614048192913,5.9713862411339,2.35246067786899e-09,5.3286403278576e-08,"S000000340","S000000340","MEC1"
"S000000343",1843.72882780987,1.20289369397343,0.228014674097878,5.27551000273374,1.32387389616812e-07,2.09547393111085e-06,"S000000343","S000000343",NA
"S000000353",3825.08394089914,1.22146120568458,0.287192792289458,4.25310536503117,2.10826315758354e-05,0.000208969523657015,"S000000353","S000000353","ARA1"
"S000000361",1162.5055278145,2.4509823396279,0.38488682775155,6.36805981110387,1.91434271105742e-10,5.22169854372972e-09,"S000000361","S000000361","ICS2"
"S000000362",566.575458409986,-2.20742392204119,0.263839203372357,-8.36655013290748,5.93296841912791e-17,4.01895344145001e-15,"S000000362","S000000362","AMN1"
"S000000366",1861.84962739883,-3.83582942902196,0.246865060204045,-15.5381625324033,1.91392720148041e-54,1.8237174327173e-51,"S000000366","S000000366","TOS1"
"S000002158",22.9700205824171,-1.5907453331057,0.589629970328187,-2.69787055128879,0.00697845709621272,0.033583531069417,"S000002158","S000002158","YSY6"
"S000000372",242.476733999593,1.65246617163261,0.233862827425069,7.06596336761585,1.59505493392267e-12,5.8456718386043e-11,"S000000372","S000000372","PEX32"
"S000000375",213.500996250829,-1.02095870462073,0.226565047613876,-4.50624981820099,6.59833989538444e-06,7.29400435594405e-05,"S000000375","S000000375","SEC66"
"S000000379",85.2408706911502,-1.56780341056389,0.459141404243404,-3.41464175540298,0.000638659508570271,0.00438449956432169,"S000000379","S000000379","SWD3"
"S000000381",1067.78282339522,-3.562038086703,0.275771332295305,-12.9166366099601,3.62650315415195e-38,1.17803658141577e-35,"S000000381","S000000381","EHT1"
"S000000386",264.067263375857,-1.04073805199271,0.274081945222712,-3.79717843562091,0.000146352443560408,0.00118785660182221,"S000000386","S000000386","SMP1"
"S000000391",376.302037260732,-1.37227778633987,0.418610051511679,-3.27817686504258,0.00104479909788478,0.00667261550762607,"S000000391","S000000391","GDT1"
"S000000393",3063.63881883585,-1.53718269339915,0.485582050856198,-3.16564974073636,0.00154736995105234,0.00939132004687523,"S000000393","S000000393","RPS9B"
"S000000400",11178.9615687372,1.39416004914039,0.350190896198164,3.98114304019906,6.85846591157545e-05,0.000601399099841398,"S000000400","S000000400","PGI1"
"S000000401",337.979656790074,1.14136841162836,0.2176987865071,5.24287907131322,1.58090157333674e-07,2.45874060801981e-06,"S000000401","S000000401",NA
"S000000405",204.03652887491,1.04048885231243,0.267045820664815,3.89629333918095,9.76760776459461e-05,0.000826085312303851,"S000000405","S000000405","DER1"
"S000000406",392.187560724222,1.38184583132016,0.328095090516356,4.21172358643163,2.53429539743686e-05,0.000246412817112687,"S000000406","S000000406","MCM7"
"S000000412",847.59182716738,1.20994018992508,0.2723244296341,4.44301009480045,8.87090020547441e-06,9.56919068957327e-05,"S000000412","S000000412","DUR1,2"
"S000000416",6374.81063982964,-1.34766859692419,0.363605203189644,-3.70640624804616,0.000210221003398157,0.00164009748024078,"S000000416","S000000416","NGR1"
"S000000417",123.649388667984,-1.16060697507887,0.302472827500267,-3.83706194262307,0.000124515073320147,0.00102872482252304,"S000000417","S000000417","MET8"
"S000000420",530.411179472901,1.18554461903556,0.26308915361407,4.50624665726301,6.59843813911401e-06,7.29400435594405e-05,"S000000420","S000000420","YBP1"
"S000000433",943.537510540369,1.49228718424699,0.193852140280488,7.69806916801525,1.38137596490113e-14,6.51617381727125e-13,"S000000433","S000000433","ROT2"
"S000000434",3555.71429133657,2.01802830710084,0.145229463544944,13.8954469557503,6.75008270225238e-44,3.44567614511761e-41,"S000000434","S000000434","OM14"
"S000000439",857.362291044321,1.02985191811547,0.225040100227466,4.57630403236808,4.73262614302434e-06,5.39851759475234e-05,"S000000439","S000000439","VHC1"
"S000000444",498.379363848321,2.11667268948482,0.251938107842503,8.40155825417262,4.40592512155084e-17,3.05698484283137e-15,"S000000444","S000000444","THI2"
"S000000445",2473.30781460771,1.59223280245191,0.281211396382802,5.66204934413277,1.49575795990736e-08,2.91875446455958e-07,"S000000445","S000000445",NA
"S000000447",227.065598453555,-1.13010640837872,0.276649945667129,-4.08496884267776,4.40827314208142e-05,0.000405975824869651,"S000000447","S000000447","ALG7"
"S000000451",340.387950069189,-1.00799380835997,0.376872106201078,-2.67463097367616,0.00748115478575536,0.0354653881767169,"S000000451","S000000451","ENP1"
"S000000454",73.8902857808889,1.25401708414935,0.399258696329115,3.14086354456171,0.001684504972501,0.0101289985578279,"S000000454","S000000454","SPO23"
"S000000456",121.507216710241,-1.49876099429209,0.351046407096476,-4.26940986716948,1.95990828427784e-05,0.000196031974158035,"S000000456","S000000456","DUT1"
"S000000461",282.972784922197,1.01929542093289,0.180808466999911,5.63743190706547,1.72604820198019e-08,3.32485268880093e-07,"S000000461","S000000461","POP4"
"S000000462",63.4535956302208,1.01360881294162,0.342605802185226,2.95852786636003,0.00309112292318413,0.0169083122621779,"S000000462","S000000462","SHG1"
"S000000463",287.184256075318,1.48035939331403,0.334225084657691,4.4292288678158,9.45706225829712e-06,0.000101023759983438,"S000000463","S000000463",NA
"S000000465",159.953036044581,-1.1287198064796,0.319288003304077,-3.53511498959971,0.000407597743759559,0.00296176642173634,"S000000465","S000000465","TAE1"
"S000000474",411.682462654371,1.17939236107165,0.230561528177832,5.11530423307216,3.13235671038203e-07,4.61079036678582e-06,"S000000474","S000000474","BIT2"
"S000000476",537.472824250018,1.17760441745497,0.207640170497056,5.67137088471844,1.4165934429549e-08,2.78505778268974e-07,"S000000476","S000000476","HSM3"
"S000000481",82.0225806832947,1.47115951984534,0.348565609261779,4.22061006810479,2.43642059237222e-05,0.000238029798542558,"S000000481","S000000481",NA
"S000000482",249.559323277787,1.3800075011632,0.344945809622042,4.00065013885884,6.31686932916726e-05,0.0005583612450327,"S000000482","S000000482","DPB3"
"S000000484",2230.20487274858,1.02540415046353,0.354858801802588,2.88961171388382,0.00385717928579367,0.0203810216383915,"S000000484","S000000484","SAF1"
"S000000489",266.761948058448,1.89306073798141,0.263520288285994,7.18373811099852,6.78307397940814e-13,2.58534603700481e-11,"S000000489","S000000489",NA
"S000000498",628.875574139727,1.34586157342539,0.279040805086143,4.82317119537376,1.41293598607293e-06,1.8144738588446e-05,"S000000498","S000000498","SUL1"
"S000000501",402.254694258322,1.75376886908631,0.213630392638303,8.20936032288071,2.22369978925401e-16,1.36409189218058e-14,"S000000501","S000000501","MAL33"
"S000000510",217.360211963325,1.24409674987804,0.179323404012432,6.93772659921063,3.98459887128074e-12,1.38232698221397e-10,"S000000510","S000000510","PGS1"
"S000000516",351.108290016433,1.0299415887707,0.196266223812063,5.24767618577575,1.54029720711487e-07,2.40606207445824e-06,"S000000516","S000000516","SGF29"
"S000000520",425.813253109444,1.29917139348483,0.192980773077707,6.7321286611371,1.6719868905115e-11,5.37027160136648e-10,"S000000520","S000000520","BUD3"
"S000000524",254.832664123778,3.48590121161331,0.379588725992005,9.18336339548381,4.17832433163928e-20,4.35918172789198e-18,"S000000524","S000000524",NA
"S000007548",74.545205573672,-3.05978366574049,0.481999092791242,-6.34811083983866,2.17975018718042e-10,5.91179685490888e-09,"S000007548","S000007548","HBN1"
"S000000532",107.395293087135,-1.19676590260425,0.261636483112023,-4.57415528740248,4.78145120540414e-06,5.44986300469229e-05,"S000000532","S000000532","FUS1"
"S000000537",400.332073284977,1.80518953322094,0.249547207058765,7.23385989567835,4.694560919863e-13,1.79891043505635e-11,"S000000537","S000000537","STE50"
"S000000538",772.101220916892,1.2213372877125,0.119221341265336,10.2442840748984,1.25550904113899e-24,1.97197700274721e-22,"S000000538","S000000538","MXR2"
"S000000543",794.241215987958,1.31411597314749,0.175905331038355,7.47058639661667,7.98382309171503e-14,3.41655040269111e-12,"S000000543","S000000543","ATG22"
"S000000551",40.0044341334227,1.91896433076664,0.496854437642628,3.86222640955235,0.000112358362552213,0.000937500336228126,"S000000551","S000000551",NA
"S000087203",147.485850783005,-2.31160952677829,0.287710859913107,-8.03448826184884,9.39702749449363e-16,5.14604268117998e-14,"S000087203","S000087203",NA
"S000000555",699.98487827761,-1.00214497407498,0.382184312281689,-2.62215099330491,0.00873767097197584,0.0402473513382052,"S000000555","S000000555","APA1"
"S000000598",22672.8974794328,3.56596684655899,0.528145796314896,6.75186070104184,1.45960982500214e-11,4.71995548161892e-10,"S000000598","S000000598","CIT2"
"S000000601",1942.91366350715,-1.58174600704735,0.301184878063623,-5.25174443423822,1.50665417389722e-07,2.36384282190043e-06,"S000000601","S000000601","SAT4"
