"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sgd","systematic","genename"
"S000007288",78.3016420083531,-1.3443819203463,0.549552331981,-2.44632192806851,0.0144322070431595,0.042637357434452,"S000007288","S000007288","21S_RRNA"
"S000144908",2168.40399085836,-1.34053472443462,0.200561685164336,-6.68390237814472,2.32661825296994e-11,1.04245625986518e-09,"S000144908","S000144908","RME2"
"S000006490",17.4615120640624,-4.2938234413934,1.18262896801913,-3.63074434798045,0.000282605009659387,0.00155536134118661,"S000006490","S000006490","RPR1"
"S000028470",39727.6250699675,-2.11561946890612,0.324939453065903,-6.51081131867678,7.47459838157331e-11,2.96762318521743e-09,"S000028470","S000028470","RUF5-1"
"S000028474",36404.1628959055,-1.98275692139382,0.382459699510317,-5.18422443967939,2.16915593633674e-07,3.2791504124949e-06,"S000028474","S000028474","RUF5-2"
"S000007294",43.3939944934048,-2.32816963129162,0.462788921610646,-5.03073760536204,4.88596455681259e-07,6.57580898404165e-06,"S000007294","S000007294","SNR17A"
"S000007295",89.175518752741,-1.78628975900829,0.362848870818864,-4.92295802099938,8.52457442318142e-07,1.06226453557569e-05,"S000007295","S000007295","SNR19"
"S000028467",14.8450176936598,-2.23753947043015,0.613023167997894,-3.65000800497941,0.000262232136437145,0.00146010281499654,"S000028467","S000028467","SNR82"
"S000029010",673.336639969123,-2.46272662722159,0.339377887012062,-7.25659131448966,3.96966778155957e-13,2.65132998139397e-11,"S000029010","S000029010","SRG1"
"S000002136",2758.65528425381,1.23980358342411,0.200216888252378,6.1923027285356,5.92915340521906e-10,1.90012084351561e-08,"S000002136","S000002136",NA
"S000000004",22322.3563124837,1.06675591811651,0.185303064165476,5.7568174758508,8.57145014445207e-09,1.99530516147644e-07,"S000000004","S000000004","SSA1"
"S000000008",218.213270283291,1.9885206721937,0.247673581944628,8.02879603299098,9.843384890119e-16,9.69143229987688e-14,"S000000008","S000000008","MDM10"
"S000000009",268.142930157056,1.0929908390499,0.348788933865626,3.13367407313151,0.00172632489476068,0.00725503137924562,"S000000009","S000000009","SWC3"
"S000000013",261.580418491311,1.13315020774707,0.239060843180528,4.74000757577589,2.13710228260601e-06,2.34605245201902e-05,"S000000013","S000000013","NTG1"
"S000000024",620.732162974405,1.17459727344683,0.284419364189982,4.12980767604219,3.63066824153732e-05,0.000263329145146388,"S000000024","S000000024","DRS2"
"S000000031",104.968612771411,1.06048533239306,0.294289008038718,3.60355060306411,0.000313899600486812,0.00169752818379039,"S000000031","S000000031","POP5"
"S000000038",381.988597851087,2.58200805709388,0.384208960950462,6.72032232331717,1.81323011682435e-11,8.36016066444206e-10,"S000000038","S000000038","CLN3"
"S000000041",533.56876942481,1.20779866334198,0.200425596295513,6.02616973912436,1.67890861781725e-09,4.67770777279961e-08,"S000000041","S000000041","PTA1"
"S000000045",247.150859397208,1.07939637388756,0.233213417168411,4.62836309760038,3.68567387410332e-06,3.77629653638414e-05,"S000000045","S000000045","SPC72"
"S000000056",2480.23599896234,-1.55864179924389,0.325048030545018,-4.79511226888673,1.62583749846834e-06,1.85249580420748e-05,"S000000056","S000000056","BDH1"
"S000000058",9307.39733513693,-1.17927264736028,0.309309937523956,-3.81259217469839,0.000137516918775059,0.000833665094976567,"S000000058","S000000058","GDH3"
"S000000068",366.614236388274,1.68860872604525,0.235423256994747,7.17265043225075,7.35595131769371e-13,4.43622836218549e-11,"S000000068","S000000068",NA
"S000000069",667.762471492932,1.22843270063524,0.179858006614229,6.83001398581085,8.49063546562309e-12,4.28822094382158e-10,"S000000069","S000000069","BUD14"
"S000000070",744.464359868919,2.03201395175441,0.256606655691498,7.91878895844919,2.39835022800035e-15,2.25523814531638e-13,"S000000070","S000000070","ADE1"
"S000000071",67.1075730299033,2.8421487882666,0.30224999703172,9.40330460274024,5.28757396571323e-21,1.199607852253e-18,"S000000071","S000000071","KIN3"
"S000000075",603.237068706373,1.24343844327937,0.276025548125066,4.50479476166449,6.64371211939579e-06,6.24316747682604e-05,"S000000075","S000000075","UIP3"
"S000000111",6780.69595659764,2.98946125140229,0.535985535764923,5.57750359277126,2.4399474693491e-08,4.90619789802452e-07,"S000000111","S000000111","ACH1"
"S000000113",1877.67493941437,1.09497060146826,0.209795931833628,5.21921751245681,1.79680643267449e-07,2.80763768807821e-06,"S000000113","S000000113","PEP1"
"S000007591",156.732891717721,1.59814173312548,0.402019804882311,3.9752811023659,7.02961754947419e-05,0.000468630240833183,"S000007591","S000007591",NA
"S000000126",3313.03729385913,1.27727255231597,0.211608708645863,6.03601127992109,1.5797021557365e-09,4.44462262046097e-08,"S000000126","S000000126","PET9"
"S000000133",457.757438148757,1.44081132657366,0.325970427660674,4.420067602186,9.86700295495953e-06,8.67145693903331e-05,"S000000133","S000000133","APL3"
"S000000139",720.524447887066,2.96841125248248,0.565557170861501,5.24864930624212,1.5321843358455e-07,2.44960969935568e-06,"S000000139","S000000139","ECM13"
"S000000141",4832.67130707997,1.60071032089082,0.176694665243924,9.05918873487814,1.31424362419876e-19,2.43954339229518e-17,"S000000141","S000000141","COR1"
"S000000145",1257.76394894312,-1.90085063154054,0.219777315289755,-8.64898467357497,5.19596393784591e-18,7.21028277316811e-16,"S000000145","S000000145","MOH1"
"S000000155",113.513071286835,1.48243401258692,0.37661845671853,3.9361693144392,8.27925710900387e-05,0.000541828854665716,"S000000155","S000000155",NA
"S000000159",178.925226821718,1.3431660729511,0.251539696936946,5.33977773411961,9.3060603007252e-08,1.5630025837634e-06,"S000000159","S000000159","KIP1"
"S000000160",4705.09225254163,1.24633056836225,0.144802268343896,8.6071204727421,7.49186990861933e-18,1.01020091135751e-15,"S000000160","S000000160","PRX1"
"S000000167",52.00283316798,-1.39942579848105,0.356581120748581,-3.92456503457949,8.6886585096388e-05,0.000563461869683609,"S000000167","S000000167",NA
"S000000170",84.2996608622941,1.24362891931308,0.261850771177891,4.74938039601269,2.04040827093221e-06,2.25898957524664e-05,"S000000170","S000000170","AAR2"
"S000000171",30395.2312477929,-2.2055559788638,0.240933830655649,-9.1541979507895,5.47630867910029e-20,1.1024349288786e-17,"S000000171","S000000171","SSA3"
"S000000174",1969.99199732511,-2.54614808658024,0.221376965394234,-11.5014138080987,1.29772133688871e-30,7.72847127839596e-28,"S000000174","S000000174","ATG8"
"S000000176",249.839748734487,1.53169142833249,0.21352183902278,7.17346495020153,7.31229800734071e-13,4.43622836218549e-11,"S000000176","S000000176","PET112"
"S000000182",868.936518246352,-1.99112803795567,0.214585442066955,-9.27895209841119,1.71153511391759e-20,3.70651081564001e-18,"S000000182","S000000182",NA
"S000000190",48.3748850906309,1.33665776144078,0.343612598342134,3.89001383502788,0.000100238507013245,0.000636194041181309,"S000000190","S000000190",NA
"S000000191",389.772070101572,1.02178115403337,0.224761573681806,4.5460669156904,5.46576655573986e-06,5.30001366222455e-05,"S000000191","S000000191","MRX3"
"S000000193",68.5122937749176,1.586096924611,0.476970134708838,3.32535898831321,0.000883047558697789,0.00407667918490552,"S000000193","S000000193","BRN1"
"S000000194",282.176827647658,1.23732189392237,0.236589557998895,5.22982461435659,1.69670928779384e-07,2.66495229125685e-06,"S000000194","S000000194","BNA4"
"S000000195",7036.51740862214,1.81244758491782,0.281997726726323,6.42717090651158,1.30000635780013e-10,4.902636113994e-09,"S000000195","S000000195","ATP1"
"S000000196",147.077787545211,2.47858820490999,0.420376977129549,5.8961083497828,3.72174639606112e-09,9.4150303077702e-08,"S000000196","S000000196",NA
"S000002149",310.632748096095,1.56460681370519,0.265714356915668,5.88830363502626,3.90179779141633e-09,9.83569591405883e-08,"S000002149","S000002149",NA
"S000002155",338.483510488101,2.54178289390276,0.288493841818628,8.81052738554035,1.24558454239177e-18,1.91431611445221e-16,"S000002155","S000002155",NA
"S000000218",325.130479187778,1.31627176288383,0.2648055488228,4.97071065442303,6.67079392276602e-07,8.62076469603027e-06,"S000000218","S000000218","GRX7"
"S000000237",736.228311221799,1.44281186500319,0.216454146878049,6.6656697772396,2.63461046662363e-11,1.16583552320283e-09,"S000000237","S000000237","EDS1"
"S000000242",276.412079865418,2.67679379323561,0.25091850907255,10.6679806249831,1.43715751333597e-26,4.89078389002643e-24,"S000000242","S000000242","CHS2"
"S000000243",3607.53696662477,1.24005335510225,0.256356536019404,4.83722152888037,1.31666658111115e-06,1.54762462531428e-05,"S000000243","S000000243","ATP3"
"S000000250",3281.37820418813,-2.02599500925437,0.406491813612794,-4.98409793606385,6.22515448391579e-07,8.09609945756218e-06,"S000000250","S000000250","ZTA1"
"S000000251",370.185058884605,1.28986255319043,0.259400496488553,4.97247526759206,6.61034065764853e-07,8.55037095201542e-06,"S000000251","S000000251","FMP23"
"S000000254",917.386200249053,1.683435982825,0.226223079418576,7.44148646173353,9.95585884249933e-14,7.37300986714212e-12,"S000000254","S000000254","REG2"
"S000000255",72.9902188218211,1.4827965476255,0.314004827590914,4.72220939723031,2.33296300194951e-06,2.52665320744159e-05,"S000000255","S000000255",NA
"S000000258",21188.255840435,2.97166098725956,0.795119220629886,3.73737788014411,0.0001859493543153,0.00108480576376677,"S000000258","S000000258","YRO2"
"S000028736",19.0323943075171,2.82576012289016,0.732523156723543,3.85757105008028,0.000114519395892224,0.000712903190543361,"S000028736","S000028736",NA
"S000000269",432.218077413188,-1.40606436323259,0.253696823837346,-5.54230179930855,2.98521213156179e-08,5.86477902413878e-07,"S000000269","S000000269","ECM2"
"S000000270",161.018338358451,2.88540138882459,0.445386363544202,6.47842328593931,9.2686034278407e-11,3.5998953476665e-09,"S000000270","S000000270","NRG2"
"S000000271",6300.84460960389,-4.85540694548676,1.13732076671772,-4.26916230457951,1.96208461537189e-05,0.000155800418930613,"S000000271","S000000271","TIP1"
"S000000272",9695.43227127513,1.12766371242889,0.215009517333466,5.24471533360056,1.5652380350259e-07,2.48577191495836e-06,"S000000272","S000000272","BAP2"
"S000000280",222.424394960361,-1.59313482450508,0.175605660713367,-9.07222932354945,1.16606370454587e-19,2.22220647054321e-17,"S000000280","S000000280","ECM8"
"S000000282",2938.11788530029,1.00776037818689,0.375132762807264,2.68640992763584,0.00722244184364338,0.0239513599237111,"S000000282","S000000282","ECM33"
"S000000284",731.740135931812,1.11190003005989,0.343526955622942,3.23671843463813,0.00120912648942672,0.0053191889545633,"S000000284","S000000284","SEC18"
"S000007522",1603.69099641907,-1.75488899961958,0.233488077434539,-7.51596834794093,5.64912207583286e-14,4.34101622741285e-12,"S000007522","S000007522",NA
"S000000292",501.85720144241,-1.24695462944492,0.294853603034023,-4.22906356447349,2.34666042140489e-05,0.000181990327743571,"S000000292","S000000292","POL30"
"S000000293",371.322132900237,-1.30034864752067,0.291897937261036,-4.45480588085763,8.39691345648943e-06,7.56728146491825e-05,"S000000293","S000000293",NA
"S000000297",2663.0428211795,2.89219018616251,0.263525792715088,10.974979550823,5.04172630881516e-28,2.058896975197e-25,"S000000297","S000000297","PHO5"
"S000000298",673.006684207237,1.05180361606791,0.252070267020614,4.17266037958336,3.01063537305482e-05,0.000224705020298029,"S000000298","S000000298","PBY1"
"S000000301",498.593642208678,1.62002865577126,0.263392357473769,6.15062893741173,7.71762875248698e-10,2.37221651095261e-08,"S000000301","S000000301","VPS15"
"S000000305",2484.79523894456,-1.39557836307111,0.319709572737188,-4.36514412478452,1.27038969582065e-05,0.000108081428109313,"S000000305","S000000305","FES1"
"S000000306",464.34071580778,1.14221538019202,0.263706871183656,4.33138270180506,1.48175878815204e-05,0.000122704393737295,"S000000306","S000000306","EXO84"
"S000000314",595.335647115437,1.19372761058563,0.307291595398571,3.88467380319109,0.00010246736942016,0.000649187105993945,"S000000314","S000000314","ALG1"
"S000000317",27.9197997776179,1.9663387788663,0.544554520105034,3.61091260152801,0.000305121477842097,0.0016594753739715,"S000000317","S000000317",NA
"S000000318",1166.44625288417,-1.73862937738014,0.267156775644316,-6.50789924076226,7.62090039878448e-11,3.00899252485709e-09,"S000000318","S000000318","RAD16"
"S000000321",7179.50222174669,1.10710850756135,0.307172718811861,3.60418891314187,0.000313129246837873,0.00169400315104228,"S000000321","S000000321","TKL2"
"S000000327",417.417169890973,1.03292519565495,0.198097850463663,5.21421708129242,1.84595197135841e-07,2.8709675219397e-06,"S000000327","S000000327","TFC1"
"S000000329",350.913089050948,1.08725198948283,0.183238786371506,5.93352537971128,2.96498141600055e-09,7.6712921405528e-08,"S000000329","S000000329","PTC4"
"S000000335",129.966555065789,1.01320740874452,0.404459032480939,2.50509279649298,0.0122419270334293,0.0372919571800521,"S000000335","S000000335","CCZ1"
"S000000342",118.174247017727,1.89636852305736,0.276278748720479,6.86396811857571,6.69735838290183e-12,3.46830954227594e-10,"S000000342","S000000342",NA
"S000000376",610.317262080378,1.00152511438555,0.377159430890199,2.65544232056369,0.0079204477348359,0.025810980272232,"S000000376","S000000376","SMY2"
"S000000386",264.067263375857,1.45684367416406,0.261476448789409,5.57160570639917,2.52402146031361e-08,5.0584883304705e-07,"S000000386","S000000386","SMP1"
"S000000389",176.253436494563,1.13547224441832,0.38488533640216,2.95015719495191,0.0031761228751673,0.0120702803123548,"S000000389","S000000389","MBA1"
"S000000398",47.5370689187894,1.26343818042186,0.427480315827618,2.95554703606831,0.00312115101785674,0.0119088658564406,"S000000398","S000000398","AIM4"
"S000000400",11178.9615687372,1.06325426825338,0.350198447449237,3.03614786415495,0.00239621821812763,0.00953749568134176,"S000000400","S000000400","PGI1"
"S000000406",392.187560724222,1.6971636463968,0.327360733149403,5.18438369217069,2.16730343710968e-07,3.2791504124949e-06,"S000000406","S000000406","MCM7"
"S000000412",847.59182716738,1.17144704844363,0.27218267846371,4.30390006834994,1.67817382674843e-05,0.000136052969402809,"S000000412","S000000412","DUR1,2"
"S000000414",134.444544706496,-1.0153275870346,0.306748704992032,-3.30996535767274,0.000933075186460939,0.00426356893864648,"S000000414","S000000414","ERV15"
"S000000416",6374.81063982964,-3.2521772847726,0.363959394122535,-8.93554978190144,4.05158532146787e-19,6.81783567722074e-17,"S000000416","S000000416","NGR1"
"S000000420",530.411179472901,1.15023794560669,0.262849789086863,4.37602765291388,1.20861687892454e-05,0.00010381466977445,"S000000420","S000000420","YBP1"
"S000000422",2738.95686200187,1.07749538513807,0.138915869877615,7.75645997888754,8.73328522615571e-15,7.44411587591041e-13,"S000000422","S000000422","PYC2"
"S000000430",87.2904399404965,-1.44729903479364,0.275773438839155,-5.2481451472844,1.53638231890561e-07,2.45357681386792e-06,"S000000430","S000000430",NA
"S000000433",943.537510540369,1.08235724851818,0.194059196050523,5.57745920083266,2.4405700031452e-08,4.90619789802452e-07,"S000000433","S000000433","ROT2"
"S000000434",3555.71429133657,1.13733959129506,0.145470334998797,7.81836098270116,5.35155417998758e-15,4.81067697450078e-13,"S000000434","S000000434","OM14"
"S000000444",498.379363848321,1.23647311682417,0.254254213350893,4.86313717490976,1.15539715275753e-06,1.37873540193872e-05,"S000000444","S000000444","THI2"
"S000000452",622.72558347679,1.12419352196146,0.454136097075578,2.47545510960422,0.0133066488708081,0.0399562883005168,"S000000452","S000000452","HIS7"
"S000000453",2272.04917931468,1.50629557815228,0.417870238423296,3.60469696007981,0.000312517368508521,0.00169133311173506,"S000000453","S000000453","ARO4"
"S000000463",287.184256075318,1.13414702948305,0.334497703444718,3.39059735777972,0.000697404788745509,0.00334160464148158,"S000000463","S000000463",NA
"S000000464",355.942421927491,1.06102426538856,0.247001870925392,4.29561226161339,1.74211848468082e-05,0.000140440493522521,"S000000464","S000000464","RGD1"
"S000000473",1459.06033129141,-1.0412246216144,0.238990924927511,-4.35675380531798,1.32005604480801e-05,0.000111708472755719,"S000000473","S000000473","SDH8"
"S000000481",82.0225806832947,1.19083481079968,0.349061822227134,3.41152980638716,0.000645994382123187,0.00313627639391532,"S000000481","S000000481",NA
"S000000485",336.21587082085,1.03901618347266,0.296994704575416,3.49843336418417,0.000468000019134217,0.00238187933422039,"S000000485","S000000485","DUG2"
"S000000489",266.761948058448,2.04585179448165,0.262197017381323,7.802727181699,6.05834299636963e-15,5.41199352794444e-13,"S000000489","S000000489",NA
"S000000498",628.875574139727,1.26130471225737,0.278899108205479,4.52244082232096,6.11305806171859e-06,5.85608864406543e-05,"S000000498","S000000498","SUL1"
"S000000501",402.254694258322,1.13868890516642,0.21447301550186,5.30924089681831,1.10082756022409e-07,1.81477835274313e-06,"S000000501","S000000501","MAL33"
"S000000506",666.65737943571,1.02605902443152,0.253251462844278,4.05154234020133,5.08811161490833e-05,0.00035234679899169,"S000000506","S000000506","COS2"
"S000000510",217.360211963325,1.36851723943127,0.177824337472132,7.69589393041172,1.40508335573857e-14,1.16085875165152e-12,"S000000510","S000000510","PGS1"
"S000000520",425.813253109444,1.65710921702617,0.191545912931485,8.65123766759209,5.09438824029396e-18,7.13863638416878e-16,"S000000520","S000000520","BUD3"
"S000000524",254.832664123778,2.99500793573813,0.380065112266043,7.88024956534723,3.26727843667494e-15,3.0128523029287e-13,"S000000524","S000000524",NA
"S000000530",2425.27720924924,2.85016247781937,0.436705998365909,6.5265017849177,6.73235149242506e-11,2.71057746144314e-09,"S000000530","S000000530","AGP1"
"S000007548",74.545205573672,1.93224831116535,0.338391275835546,5.71010084818026,1.1290924784085e-08,2.52158106154572e-07,"S000007548","S000007548","HBN1"
"S000000534",200.122138283598,1.19939945335973,0.270808876140904,4.42895177754688,9.46921903510581e-06,8.37004005372711e-05,"S000000534","S000000534","BIK1"
"S000000535",3419.54622221486,2.51888557013671,0.305114127105099,8.25555209139515,1.51201660379751e-16,1.67529095488975e-14,"S000000535","S000000535","HIS4"
"S000000537",400.332073284977,1.39570177615234,0.249942608957895,5.58408901135964,2.34928367652314e-08,4.74269937691317e-07,"S000000537","S000000537","STE50"
"S000000551",40.0044341334227,2.75617563503369,0.487112857729054,5.65818699157958,1.52980408799156e-08,3.26350594472587e-07,"S000000551","S000000551",NA
"S000000552",134.921068998819,1.49566449020931,0.331448204603596,4.51251347702453,6.40638625610905e-06,6.06672669720321e-05,"S000000552","S000000552","POF1"
"S000087203",147.485850783005,-4.58698406940369,0.329098666545107,-13.9380208299173,3.72116613536508e-44,5.31866275727732e-41,"S000087203","S000087203",NA
"S000000554",349.925182909152,-1.10723876518044,0.292665792045373,-3.78328726921655,0.000154770609451589,0.000922492210546941,"S000000554","S000000554",NA
"S000007547",477.089395313273,1.22208680110704,0.261368560776154,4.67572227309191,2.92920811102166e-06,3.09183413664454e-05,"S000007547","S000007547","MIC10"
"S000000562",1125.76638018434,1.07298908893916,0.161056819187422,6.662177325696,2.69800211467425e-11,1.18653982230889e-09,"S000000562","S000000562","PRD1"
"S000000566",320.556371074338,1.06334003388989,0.251572289407922,4.22677726705302,2.37062114394335e-05,0.000183549772537282,"S000000566","S000000566","MRC1"
"S000000595",391.92470565886,1.39972038328321,0.276190528652334,5.06795214923956,4.02118455556284e-07,5.58007678181162e-06,"S000000595","S000000595","CDC10"
"S000000598",22672.8974794328,2.58190966462651,0.528155362263662,4.88854198802508,1.01585532778965e-06,1.23781928389578e-05,"S000000598","S000000598","CIT2"
"S000000599",69.0250298243717,-1.27949265936145,0.365163031665197,-3.50389428394975,0.000458507338096269,0.00233886901035101,"S000000599","S000000599",NA
"S000000601",1942.91366350715,-1.35692767143968,0.300928395405496,-4.509138028039,6.50915510221457e-06,6.13689669366443e-05,"S000000601","S000000601","SAT4"
"S000000603",19026.9626491417,-4.0281143148202,0.856080621099693,-4.70529786043494,2.53495568157486e-06,2.70995673573295e-05,"S000000603","S000000603","ADY2"
"S000000604",2080.48939044803,1.18420079063111,0.217936679971239,5.43369198240236,5.51998334323177e-08,9.91169873427283e-07,"S000000604","S000000604","ADP1"
"S000000605",27841.3043527826,1.52740629436544,0.417084802605868,3.66210009288875,0.000250156076069839,0.00139993440681071,"S000000605","S000000605","PGK1"
"S000000606",14738.9084318353,1.32720570711665,0.425854928852625,3.11656767879268,0.00182969676701185,0.00761556665430994,"S000000606","S000000606",NA
"S000000608",105.884225537766,1.43087686037258,0.361803742653487,3.9548426168244,7.65850494974251e-05,0.000506773200216064,"S000000608","S000000608","CTO1"
"S000000638",793.463613617091,1.47824753333311,0.238174851030454,6.20656432422454,5.41554605060798e-10,1.75123076247375e-08,"S000000638","S000000638","TAF2"
"S000000644",583.990724107049,-1.1191756846258,0.241327010190871,-4.63758981533239,3.52495451246223e-06,3.64033055250163e-05,"S000000644","S000000644","ARE1"
"S000000646",24.3810096795583,-1.15526251083226,0.372173565458472,-3.10409609400689,0.00190861330074562,0.00787978333551624,"S000000646","S000000646",NA
"S000000663",466.61722134852,1.20539013622023,0.288743141547332,4.17461045052263,2.98496375114251e-05,0.000223255295107692,"S000000663","S000000663","SED4"
"S000000677",390.731065100552,1.46403645352353,0.199628014232665,7.33382265585833,2.23679047155116e-13,1.53704068316734e-11,"S000000677","S000000677","SRB8"
"S000000678",989.415500340687,-1.08491810957963,0.268473296234563,-4.04106525600873,5.32089483201741e-05,0.000366690211350168,"S000000678","S000000678","AHC2"
"S000000679",1115.48379747093,-1.24265639297689,0.207512261277639,-5.98835165366105,2.1197835683012e-09,5.73827017835778e-08,"S000000679","S000000679","TRX3"
"S000000682",67.4243323378204,1.05832519002176,0.341501062277297,3.09903923274595,0.00194149308840059,0.00799014129355303,"S000000682","S000000682","CSM1"
"S000000695",558.461679940919,4.64306752520115,0.373730360318245,12.4235759739921,1.94661839238959e-35,1.98735833445888e-32,"S000000695","S000000695","GIT1"
"S000000702",121.812930838608,1.18472637448719,0.258531116293198,4.5825291418446,4.593856634976e-06,4.55972172803556e-05,"S000000702","S000000702","ADH7"
"S000000703",183.738499694495,1.91903380034777,0.24741869080675,7.75622000945212,8.74981786296053e-15,7.44411587591041e-13,"S000000703","S000000703","RDS1"
"S000000704",139.253530461602,1.03240529976219,0.292989335549155,3.52369582949884,0.000425572485838115,0.00219788618050131,"S000000704","S000000704","AAD3"
"S000002161",388.249179450888,-1.21736507081676,0.360000509431601,-3.38156485594656,0.000720742166217326,0.00343500092755727,"S000002161","S000002161","MCD1"
"S000002179",684.171357323244,3.13918068253714,0.326674661671622,9.60950159548244,7.29009993315751e-22,1.79650686801069e-19,"S000002179","S000002179","GPM2"
"S000002180",3325.18011577049,2.00255286530577,0.220405896786417,9.08574994818007,1.02986220103356e-19,1.98916492423955e-17,"S000002180","S000002180","GPD1"
"S000002181",490.410341346819,2.55267248299434,0.300625973954583,8.49119072918159,2.04530583741132e-17,2.58704038355044e-15,"S000002181","S000002181",NA
"S000002182",341.762418113939,-2.17451830446789,0.255049644187701,-8.52586292128905,1.51674798997621e-17,1.95305216402973e-15,"S000002182","S000002182","DIA3"
"S000002183",1966.36052386173,-1.36830511425928,0.315490693026696,-4.33706966482051,1.44394869278392e-05,0.000120480786141043,"S000002183","S000002183","RTK1"
"S000002194",126.857599674386,1.12744608987175,0.351262862032523,3.20969339983162,0.00132876623171985,0.00578673240401334,"S000002194","S000002194","PUS9"
"S000002195",94.577696219353,2.05476868515036,0.407115929035713,5.04713409278102,4.48486591462331e-07,6.12831630188441e-06,"S000002195","S000002195","BSC1"
"S000002197",290.167340308001,1.98420676149663,0.229219526473745,8.65636009296923,4.87068248292829e-18,6.89273908202912e-16,"S000002197","S000002197","PRM7"
"S000002206",5399.83921144317,1.52313501475428,0.361516027285151,4.21318807410132,2.51791231873813e-05,0.000193382701621301,"S000002206","S000002206","STP4"
"S000002207",391.72121155553,1.59344275116528,0.319637553425047,4.98515501101449,6.19121563033432e-07,8.06664038326057e-06,"S000002207","S000002207","KNH1"
"S000002213",5518.42374805716,-1.03412177065483,0.296449992250779,-3.48835148486031,0.000486008733027916,0.0024589461313869,"S000002213","S000002213","PSA1"
"S000002214",559.479655072163,1.3249386318873,0.219032402803562,6.04905308497009,1.45699648972996e-09,4.14012938920681e-08,"S000002214","S000002214","MBP1"
"S000002215",334.355089852386,1.1625073110305,0.191587782737409,6.06775283068982,1.29712323254347e-09,3.77391933431205e-08,"S000002215","S000002215",NA
"S000002217",81.9445385054875,2.01139282072932,0.346353904029997,5.80733405145945,6.34754133832632e-09,1.52993943252442e-07,"S000002217","S000002217","RAD59"
"S000002224",1289.5609226378,1.13605559291847,0.391793809645282,2.89962619355068,0.00373607920364186,0.0138233963390249,"S000002224","S000002224","IDP1"
"S000002227",76.9883567676971,1.18076058462266,0.279449359640905,4.22531147017101,2.38610517378932e-05,0.000184448898047435,"S000002227","S000002227","CBS1"
"S000002228",3486.87259435522,-2.16837222814219,0.323636100493441,-6.70003199530621,2.0837391084478e-11,9.4849946105237e-10,"S000002228","S000002228","BDF2"
"S000002235",447.402095474039,1.25392464030281,0.16181439994981,7.74915360247131,9.25070650198575e-15,7.77766753134602e-13,"S000002235","S000002235","VAM6"
"S000002237",902.66746100185,-1.07693169924267,0.272666379163905,-3.94963142337143,7.82716258326434e-05,0.000516976131250449,"S000002237","S000002237","MRK1"
"S000002238",433.592458922641,1.02716877699831,0.257048477440905,3.99601190882155,6.44184947532209e-05,0.000433898937562576,"S000002238","S000002238","THI3"
"S000002245",116.436158699715,1.16118222185765,0.230713313661419,5.03300916375259,4.82840036182997e-07,6.51059682751281e-06,"S000002245","S000002245","LUC7"
