"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sgd","systematic","genename"
"S000029717",3736.82780548423,-2.95620352069921,0.625948830773051,-4.72275587933965,2.32670072012613e-06,1.17328852896813e-05,"S000029717","S000029717","ETS1-1"
"S000029707",3717.47985387149,-2.94713291575131,0.624441523716593,-4.71962994742945,2.36274070671245e-06,1.18848209952468e-05,"S000029707","S000029707","ETS1-2"
"S000119380",34.1924490559531,2.16812606857025,0.480873672811947,4.50872275018086,6.52190706587344e-06,3.00676894667871e-05,"S000119380","S000119380","HRA1"
"S000132612",276.63052496327,1.55941560264373,0.254375005672199,6.13038061079505,8.76690849527245e-10,8.19651491460178e-09,"S000132612","S000132612","ICR1"
"S000007436",25.9903319387323,-1.33132029472432,0.528653982047071,-2.51832075409541,0.01179158842747,0.0245664892462965,"S000007436","S000007436","NME1"
"S000132614",57.8938284853734,1.48180061586348,0.546265655051312,2.7126007321919,0.00667574880084275,0.0150148238811633,"S000132614","S000132614","PWR1"
"S000007287",26.4436312739741,-1.98887378953706,0.741868154698751,-2.68089926348797,0.00734246154779014,0.0162712406990226,"S000007287","S000007287","15S_RRNA"
"S000007260",12.3772997358867,-2.66276875429359,0.708658519298072,-3.75747794146477,0.00017163449125739,0.000579591291004345,"S000007260","S000007260","COX1"
"S000007261",43.3817846497885,-3.78777500982654,0.601018158335787,-6.30226384559636,2.93329269249297e-10,2.92285839369331e-09,"S000007261","S000007261","AI1"
"S000007262",25.9793291531659,-3.1282067552888,0.64532786269678,-4.84746891636795,1.25046617557288e-06,6.63353025825929e-06,"S000007262","S000007262","AI2"
"S000007268",18.8757165230237,-2.61065843185093,0.672405485640115,-3.88256563577204,0.000103360104432996,0.000368025540385019,"S000007268","S000007268","ATP6"
"S000007270",29.1933144548015,-2.66570007168593,0.476295372006625,-5.59673729445529,2.18423294141525e-08,1.62562009150324e-07,"S000007270","S000007270","COB"
"S000007273",85.3955642534725,-2.8671498338139,0.580262699606579,-4.94112379747629,7.76735684607174e-07,4.28664120716755e-06,"S000007273","S000007273","BI4"
"S000007288",85.9869667277454,-1.76270494827845,0.604719174944761,-2.91491492466642,0.0035578551510533,0.00856188883472899,"S000007288","S000007288","21S_RRNA"
"S000006490",20.5826485742341,-4.41536871866327,1.50758922908961,-2.928761119718,0.0034031585341373,0.00823216453367271,"S000006490","S000006490","RPR1"
