DBID,2SD1K-1,2SD1K-2,2SD1K-3,2SD7K-1,2SD7K-2,2SD7K-3,0.5SD1K-1,0.5SD1K-2,0.5SD1K-3,0.5SD7K-1,0.5SD7K-2,0.5SD7K-3
WBGene00219287,1,6,2,2,3,1,7,13,4,6,4,1
WBGene00219288,5,5,11,1,7,4,4,0,1,0,0,0
WBGene00219289,0,1,0,1,1,0,1,1,2,1,2,0
WBGene00219290,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219291,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219292,1,0,0,0,0,0,1,0,0,0,0,0
WBGene00219293,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219294,1,2,0,0,0,0,2,0,0,0,0,0
WBGene00219295,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219296,1,0,1,2,0,0,12,9,5,18,5,8
WBGene00219297,1,1,0,0,1,0,6,7,4,3,1,1
WBGene00219298,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219299,0,4,0,2,1,1,1,0,2,5,0,1
WBGene00219300,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00219301,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219302,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00219303,13,10,20,14,18,18,7,15,12,4,4,10
WBGene00219304,13,13,3,8,8,21,33,33,20,16,26,18
WBGene00219306,13,7,9,11,9,10,4,13,10,7,12,10
WBGene00219307,48,49,23,33,34,18,54,86,49,44,57,35
WBGene00219308,26,19,12,3,7,4,52,46,42,7,27,28
WBGene00219309,0,0,1,0,0,1,0,0,0,0,0,0
WBGene00219310,6,7,6,1,8,1,2,0,1,0,0,1
WBGene00219311,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219312,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219313,546,774,1038,453,765,840,110,252,225,23,117,123
WBGene00219314,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00219315,5,1,4,1,1,3,2,2,0,0,2,0
WBGene00219316,229,157,173,195,202,170,508,260,292,379,198,132
WBGene00219317,0,4,5,3,2,4,0,12,2,3,3,0
WBGene00219318,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219319,3,1,1,1,1,3,3,7,2,0,0,0
WBGene00219321,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219322,0,0,3,0,0,1,3,0,2,1,0,0
WBGene00219323,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219324,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219325,1,5,1,1,4,1,0,2,1,3,3,2
WBGene00219326,5,0,1,1,1,0,101,32,29,117,23,36
WBGene00219327,0,0,1,0,2,2,0,0,1,1,1,0
WBGene00219329,6,0,2,0,3,2,6,2,4,5,3,4
WBGene00219330,0,0,1,0,0,0,2,0,0,0,0,0
WBGene00219331,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219332,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00219337,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219342,3,2,3,0,0,0,3,10,2,1,0,2
WBGene00219343,1,0,0,0,0,0,0,1,0,0,0,0
WBGene00219351,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219352,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219362,0,3,3,6,1,0,15,10,4,5,0,2
WBGene00219368,0,0,1,0,1,0,0,0,0,0,0,0
WBGene00219369,0,0,0,2,3,0,5,0,2,0,2,1
WBGene00219370,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219371,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219372,9,5,3,2,2,9,9,2,3,0,5,2
WBGene00219373,16,8,6,11,9,3,14,10,9,13,15,7
WBGene00219374,46,63,87,35,44,114,34,82,78,43,52,51
WBGene00219375,5,4,4,3,4,5,8,6,3,9,5,5
WBGene00219376,18,24,26,24,4,17,49,26,33,52,23,32
WBGene00219377,2,0,0,1,0,1,1,0,0,0,0,1
WBGene00219378,0,0,5,0,0,2,2,0,2,7,0,0
WBGene00219381,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219383,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219394,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219395,0,0,0,0,0,0,0,0,2,0,0,0
WBGene00219399,6,14,9,10,8,2,13,16,10,7,10,6
WBGene00219410,0,1,0,0,0,1,0,0,0,0,0,0
WBGene00219411,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219412,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219413,1,0,0,0,1,0,1,0,0,0,0,0
WBGene00219414,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219415,0,1,0,1,0,0,0,1,0,0,0,0
WBGene00219416,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00219417,0,0,0,0,0,0,0,1,3,0,1,0
WBGene00219418,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219420,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219421,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219422,8,15,16,8,10,8,0,6,5,0,2,1
WBGene00219423,30,14,3,32,6,10,27,33,20,10,9,21
WBGene00219424,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00219425,49,38,79,34,40,94,96,54,31,42,51,41
WBGene00219434,0,3,1,1,0,0,0,1,0,0,0,0
WBGene00219436,6,0,2,6,1,3,6,8,1,20,2,2
WBGene00219437,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219442,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219443,0,0,0,2,1,0,0,0,0,0,0,0
WBGene00219444,0,0,0,1,0,0,1,2,0,0,0,0
WBGene00219445,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219446,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219447,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219448,0,0,0,0,0,0,1,1,2,0,1,0
WBGene00219449,0,0,0,0,0,1,1,0,1,0,0,0
WBGene00219450,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219451,230,285,308,193,243,300,131,191,175,53,123,147
WBGene00219452,7,8,30,7,6,20,0,5,5,0,0,2
WBGene00219453,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219454,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219455,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219456,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219458,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219460,0,1,0,2,0,0,5,0,2,1,4,3
WBGene00219476,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219477,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219478,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219483,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00219489,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219490,5,1,5,1,0,0,0,3,1,0,0,0
WBGene00219491,12,36,19,16,11,13,0,12,13,1,2,4
WBGene00219492,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219493,1,3,1,1,0,0,4,0,1,3,0,2
WBGene00219497,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219498,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219544,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219545,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219546,1,0,0,0,0,0,11,2,2,4,0,2
WBGene00219547,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219548,4,1,4,2,3,1,0,0,1,1,0,0
WBGene00219549,0,0,0,1,0,0,0,0,2,0,0,0
WBGene00219550,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219551,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00219552,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219553,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219554,5,2,5,2,2,3,0,1,5,0,0,0
WBGene00219555,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219556,27,0,2,7,11,0,16,2,15,0,7,31
WBGene00219557,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219558,0,0,0,0,0,0,1,0,0,1,0,1
WBGene00219559,28,77,39,34,34,51,29,46,28,65,40,17
WBGene00219560,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219561,1,1,1,0,0,0,4,4,1,0,1,1
WBGene00219562,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219563,0,2,0,0,0,0,0,1,0,1,0,0
WBGene00219564,1,0,5,0,1,1,1,0,0,0,2,2
WBGene00219565,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219566,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219567,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219568,4,1,0,2,0,0,0,3,2,0,0,0
WBGene00219569,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219570,0,2,1,0,3,0,7,8,2,30,1,1
WBGene00219571,10,11,7,17,8,3,26,53,31,15,11,8
WBGene00219572,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219573,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00219574,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219575,16,20,13,20,16,15,15,14,18,18,13,12
WBGene00219576,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219577,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219578,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219579,1,3,1,0,0,2,2,6,0,0,1,0
WBGene00219580,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219581,0,6,0,2,0,3,5,7,3,2,8,1
WBGene00219582,3,4,1,0,3,3,1,0,2,1,0,0
WBGene00219583,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219584,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219585,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219586,0,0,0,1,0,2,0,1,2,0,0,0
WBGene00219587,7,4,3,3,3,4,4,6,3,1,0,3
WBGene00219588,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219589,18,12,30,11,23,27,35,39,20,11,16,10
WBGene00219590,9,10,9,3,5,6,2,6,6,15,4,7
WBGene00219591,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219592,4,2,2,0,0,0,1,6,0,0,1,2
WBGene00219593,2,0,1,3,0,3,1,0,1,2,0,2
WBGene00219594,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00219596,0,0,0,0,1,1,2,0,0,0,0,0
WBGene00219597,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219598,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00219599,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219600,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219601,0,0,0,1,0,0,0,0,1,0,0,0
WBGene00219602,0,0,0,2,0,2,1,0,1,2,0,0
WBGene00219603,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219604,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00219605,1,0,1,1,0,2,4,2,0,1,2,0
WBGene00219606,0,0,0,0,1,0,0,2,1,0,0,0
WBGene00219607,0,0,1,1,0,0,0,0,1,1,3,0
WBGene00219608,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219609,39,37,34,45,49,57,49,119,84,52,77,52
WBGene00219610,0,0,0,0,0,0,2,1,0,0,0,0
WBGene00219611,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00219612,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219613,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219614,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219615,0,2,0,0,0,1,4,3,0,0,0,0
WBGene00219616,0,1,0,0,0,0,0,0,2,0,0,0
WBGene00219617,0,1,0,0,0,0,0,4,2,1,0,0
WBGene00219618,0,0,3,0,1,1,3,1,3,0,0,2
WBGene00219619,7,9,10,3,9,11,17,6,16,5,6,6
WBGene00219620,1,1,1,1,1,0,1,1,2,2,3,1
WBGene00219621,1,7,8,0,1,4,3,2,2,0,0,2
WBGene00219622,2,0,0,1,1,0,0,0,0,0,0,0
WBGene00219623,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00219624,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219625,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219626,0,1,2,0,0,0,0,0,0,0,0,4
WBGene00219627,72,83,87,79,65,78,60,108,96,31,87,66
WBGene00219628,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219629,0,0,0,0,0,1,0,0,0,1,0,0
WBGene00219630,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219631,2,3,3,1,1,1,0,2,1,3,0,3
WBGene00219632,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00219633,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219634,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00219635,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219636,2,3,7,6,8,7,8,3,4,2,2,3
WBGene00219637,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219638,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219639,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219640,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219641,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00219642,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219643,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219644,0,0,0,0,0,0,1,1,1,0,0,0
WBGene00219645,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219646,0,3,3,0,0,0,5,0,4,8,3,1
WBGene00219647,2,0,0,0,0,0,0,0,0,0,0,0
WBGene00219648,1,2,4,1,0,2,2,5,2,1,2,4
WBGene00219649,0,0,0,0,0,0,0,2,0,0,0,0
WBGene00219650,1,1,0,0,1,1,3,1,3,3,0,0
WBGene00219651,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219652,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219653,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219654,0,0,0,1,0,0,0,2,0,0,0,0
WBGene00219655,1,3,0,2,0,2,0,0,0,0,0,1
WBGene00219656,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219657,0,0,0,0,0,0,1,0,0,1,0,0
WBGene00219658,0,0,0,0,0,0,2,0,0,0,0,0
WBGene00219659,2,0,7,1,3,1,10,9,3,7,2,2
WBGene00219660,2,0,1,2,0,1,3,3,3,4,2,0
WBGene00219661,1,1,2,0,3,0,7,5,2,4,0,0
WBGene00219662,0,0,0,0,1,0,0,0,1,0,0,0
WBGene00219663,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219664,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00219665,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00219666,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219667,0,0,0,0,0,0,4,0,0,3,1,0
WBGene00219668,0,0,0,0,2,0,0,0,0,0,0,0
WBGene00219669,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219670,0,0,0,0,0,2,0,0,0,0,0,0
WBGene00219671,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219672,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219673,0,0,0,0,0,2,1,0,2,1,1,0
WBGene00219674,0,0,0,0,0,0,0,0,0,2,0,0
WBGene00219675,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219676,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00219677,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219678,27,17,23,21,23,28,22,28,26,16,31,23
WBGene00219679,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219680,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219681,15,10,4,19,6,9,13,7,12,6,11,9
WBGene00219682,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00219683,1,1,3,1,1,5,3,3,1,5,1,1
WBGene00219684,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219685,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00219686,2,1,1,0,0,0,9,8,0,7,1,0
WBGene00219687,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219688,2,1,1,0,3,1,2,6,2,6,4,3
WBGene00219689,0,0,1,1,1,3,2,0,2,7,3,1
WBGene00219690,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219691,0,0,0,0,0,0,0,0,0,1,0,1
WBGene00219692,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219693,1,0,2,0,1,0,1,0,1,0,0,2
WBGene00219694,1,0,0,0,0,0,1,0,1,2,0,2
WBGene00219695,0,0,0,0,2,0,0,0,1,0,0,0
WBGene00219696,18,16,21,29,25,42,39,47,37,41,25,27
WBGene00219697,1,8,6,2,0,8,0,0,0,0,0,0
WBGene00219698,0,1,0,1,0,0,0,3,2,0,1,0
WBGene00219699,65,68,99,73,91,114,89,105,54,209,141,103
WBGene00219700,1,0,0,0,0,0,0,2,0,1,0,0
WBGene00219701,6,1,8,11,5,8,9,14,1,5,8,8
WBGene00219702,0,0,2,1,2,3,3,7,0,6,1,2
WBGene00219703,0,0,0,0,1,0,0,0,0,0,0,1
WBGene00219704,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00219705,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219706,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00219707,22,18,35,18,32,34,31,18,27,34,27,28
WBGene00219708,0,2,2,1,0,0,0,0,0,0,0,0
WBGene00219709,1,4,6,13,11,5,2,2,3,19,5,7
WBGene00219710,0,0,0,0,0,1,1,0,0,0,0,0
WBGene00219711,1,0,3,0,1,2,0,0,2,2,0,2
WBGene00219712,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00219713,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219714,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219715,21,28,25,18,20,34,21,40,36,22,30,16
WBGene00219716,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219717,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219718,1,2,0,0,1,0,0,0,1,0,0,0
WBGene00219719,1,0,0,0,0,1,0,0,0,0,0,0
WBGene00219720,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219721,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219722,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219723,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00219724,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219725,2,3,6,4,1,7,1,9,7,4,6,0
WBGene00219726,2,0,3,0,2,3,5,3,2,1,0,1
WBGene00219727,0,2,0,0,1,0,1,1,1,0,0,0
WBGene00219728,13,13,19,8,9,13,0,0,1,5,1,1
WBGene00219729,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219730,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219731,0,0,1,0,0,0,0,2,0,0,0,0
WBGene00219732,0,0,2,0,1,0,0,3,0,0,0,1
WBGene00219733,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219734,0,0,0,0,0,0,0,2,0,0,0,0
WBGene00219735,1,0,0,0,1,4,0,0,0,0,0,0
WBGene00219736,5,2,1,2,0,4,5,8,1,2,4,0
WBGene00219737,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219738,254,305,329,243,268,320,135,258,217,91,177,159
WBGene00219739,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219740,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219741,1,3,4,2,2,3,0,0,2,0,0,0
WBGene00219742,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219743,3,5,1,0,2,1,0,7,1,0,0,3
WBGene00219744,0,5,2,0,1,0,0,1,1,0,1,2
WBGene00219745,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219746,2,5,8,3,5,1,5,1,0,2,4,5
WBGene00219747,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219748,0,0,1,2,2,0,9,6,4,0,3,1
WBGene00219749,2,3,4,2,2,7,13,18,9,11,4,6
WBGene00219750,0,0,1,0,0,0,3,0,0,0,0,0
WBGene00219751,3,8,8,2,4,2,0,3,2,0,2,1
WBGene00219752,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219753,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219754,0,0,0,0,0,0,3,0,0,2,0,2
WBGene00219755,3,1,4,2,5,4,4,3,2,8,4,2
WBGene00219756,8,9,2,5,2,1,1,1,1,2,1,2
WBGene00219757,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219758,29,31,43,26,28,43,18,31,18,18,12,11
WBGene00219759,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219760,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219761,0,1,0,0,0,0,0,0,1,0,1,0
WBGene00219762,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219763,0,0,1,0,1,2,0,1,0,0,0,0
WBGene00219764,1,0,1,0,0,1,15,3,9,17,2,4
WBGene00219765,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219766,1,0,0,0,0,1,2,2,0,0,0,0
WBGene00219767,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219768,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219769,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219770,4,9,5,5,7,4,12,9,6,2,6,7
WBGene00219771,9,8,3,10,10,8,18,11,2,10,6,3
WBGene00219772,0,0,1,4,3,0,1,1,0,13,6,10
WBGene00219773,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219774,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219775,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219776,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219777,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219778,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219779,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219780,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219781,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219782,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219783,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219784,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219785,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219786,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219787,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219788,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219789,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219790,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219791,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219792,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219793,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219794,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219795,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219796,42,56,62,54,70,77,4,10,15,2,2,9
WBGene00219797,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219798,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219799,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219800,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219801,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219803,3,8,2,3,1,6,5,1,6,0,1,3
WBGene00219804,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219805,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219806,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219807,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219808,0,1,0,1,0,0,1,2,0,0,0,0
WBGene00219809,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219810,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219811,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219812,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219813,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219814,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219815,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219816,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219817,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219818,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219819,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219820,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219821,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219822,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219823,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219824,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219825,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219826,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219827,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219828,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219829,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219830,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219831,0,0,0,0,1,0,0,0,0,1,0,0
WBGene00219832,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219833,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219834,0,0,2,0,0,0,0,0,0,0,0,0
WBGene00219835,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219836,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219837,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219838,12,6,6,3,5,10,15,16,16,17,4,9
WBGene00219839,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219840,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219841,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219842,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219843,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219844,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219845,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219846,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219847,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219848,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219849,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219850,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219851,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219852,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219853,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219854,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219855,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219856,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219857,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219858,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219859,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219860,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219861,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219862,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219863,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219864,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219865,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219866,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219867,0,0,0,0,0,0,0,0,0,0,0,0
